Min;Data1;Data2;Data3;Data4;Data5;Data6
16:53;86,600;115,412;147,962;228,725;207,862;172,112
16:54;112,807;143,653;176,447;229,453;237,880;230,453
16:55;112,227;144,460;175,847;229,600;238,113;230,260
16:56;113,040;143,060;165,693;230,000;237,187;231,247
16:57;116,927;144,533;166,933;230,093;236,980;231,773
16:58;113,633;143,313;163,807;230,267;237,020;231,453
16:59;105,540;133,587;159,700;230,060;237,627;231,380
17:0;109,167;138,847;170,573;230,273;238,053;231,227
17:1;122,313;152,180;183,060;229,827;237,807;231,080
17:2;126,480;153,580;181,873;230,053;237,300;231,600
17:3;100,293;122,787;142,213;229,633;236,267;231,793
17:4;100,773;120,767;141,387;229,620;236,187;232,087
17:5;97,633;116,953;139,307;229,440;236,680;232,047
17:6;99,120;112,047;134,947;229,233;236,733;233,033
17:7;104,200;116,740;146,233;228,900;237,520;233,027
17:8;103,280;117,913;156,440;228,433;238,180;231,980
17:9;104,160;118,433;158,347;228,353;238,080;231,880
17:10;102,780;117,813;152,613;228,820;237,440;232,067
17:11;103,320;119,127;156,300;228,560;237,880;231,860
17:12;100,487;119,413;158,760;228,407;237,887;231,153
17:13;97,827;121,607;156,660;228,513;237,467;230,640
17:14;98,033;120,480;156,273;228,427;237,613;230,827
17:15;98,453;120,600;156,673;228,460;237,773;230,887
17:16;108,807;132,233;167,853;228,807;237,680;231,187
17:17;129,787;152,913;190,367;229,333;237,933;231,733
17:18;129,367;151,027;190,027;229,193;238,067;231,980
17:19;130,313;151,020;189,547;229,213;238,020;232,227
17:20;130,933;148,720;186,233;229,327;238,027;232,687
17:21;133,807;149,327;182,847;229,527;237,773;233,453
17:22;126,500;140,400;175,560;229,720;238,440;233,767
17:23;127,447;141,547;175,527;229,700;238,453;233,920
17:24;128,660;140,440;166,827;230,293;237,700;234,700
17:25;109,527;125,320;148,227;230,173;237,160;233,633
17:26;87,233;107,287;126,133;229,773;236,047;232,393
17:27;84,707;105,720;123,207;229,800;236,020;232,253
17:28;84,660;104,467;123,460;229,640;236,060;232,293
17:29;90,500;106,493;124,080;229,913;235,880;233,440
17:30;91,633;103,153;116,727;229,953;235,433;234,393
17:31;90,467;103,033;111,627;230,307;234,813;234,447
17:32;89,327;102,407;111,080;230,287;234,713;234,327
17:33;85,333;99,653;112,487;229,907;235,353;233,680
17:34;84,793;99,447;112,240;229,813;235,427;233,587
17:35;84,480;98,073;109,300;229,827;235,387;233,880
17:36;78,333;91,727;105,573;230,140;239,033;234,907
17:37;77,300;95,247;110,873;231,120;245,673;234,140
17:38;69,307;91,267;107,813;230,573;245,373;231,433
17:39;71,093;92,360;111,433;231,087;246,987;233,707
17:40;74,427;98,540;116,780;232,420;248,653;236,627
17:41;85,233;97,447;117,527;232,373;248,047;239,387
17:42;118,620;125,760;148,500;233,627;247,567;240,873
17:43;120,040;131,447;152,340;233,767;247,967;240,107
17:44;120,380;131,307;154,873;233,700;248,740;240,280
17:45;121,167;131,620;155,847;233,693;249,127;240,173
17:46;120,993;132,020;155,927;233,840;249,000;240,507
17:47;121,900;131,580;155,767;233,767;248,927;240,220
17:48;122,067;130,673;157,327;233,900;249,180;240,353
17:49;126,733;130,293;157,440;233,607;249,120;240,787
17:50;102,773;99,140;127,720;232,027;249,060;241,347
17:51;96,727;93,587;122,313;231,933;249,533;241,367
17:52;92,327;92,020;120,853;232,113;249,260;240,867
17:53;91,693;94,213;122,920;232,180;249,947;240,540
17:54;105,160;111,620;138,773;233,780;248,680;239,467
17:55;130,647;138,440;171,027;235,027;247,240;240,027
17:56;129,880;137,487;171,520;235,033;247,300;240,313
17:57;130,407;138,660;171,567;235,080;247,567;240,147
17:58;127,900;139,907;170,407;235,340;247,067;239,860
17:59;127,927;141,680;168,940;235,927;247,160;239,553
18:0;166,060;188,647;215,947;239,367;248,993;238,033
18:1;169,233;186,060;217,540;239,373;249,667;238,833
18:2;170,873;190,020;217,113;239,993;249,300;238,787
18:3;170,007;191,860;216,960;240,467;249,327;238,573
18:4;170,013;190,280;217,280;240,107;249,520;238,680
18:5;169,800;187,093;218,120;239,260;249,700;238,760
18:6;186,627;206,240;235,193;237,927;247,813;237,547
18:7;198,380;219,147;250,540;238,073;248,267;237,960
18:8;198,860;219,233;248,120;238,047;247,880;237,953
18:9;198,713;216,680;248,887;238,013;248,133;238,187
18:10;200,080;216,100;252,213;237,813;248,247;238,133
18:11;198,853;216,500;249,387;237,913;248,367;238,160
18:12;199,873;217,393;250,640;237,860;248,533;238,373
18:13;196,967;217,307;246,453;238,380;248,480;238,467
18:14;197,967;215,027;238,893;239,013;248,153;238,787
18:15;171,047;188,167;211,480;239,560;249,260;239,213
18:16;173,140;183,573;207,993;239,280;249,580;240,153
18:17;177,313;184,373;215,993;238,820;249,380;239,987
18:18;174,000;184,500;219,987;238,433;249,647;239,560
18:19;175,247;184,427;219,900;238,600;249,600;239,467
18:20;170,260;182,887;218,427;238,720;250,127;238,900
18:21;169,333;184,473;219,580;238,907;250,107;238,900
18:22;167,773;185,527;216,667;239,087;250,053;238,633
18:23;168,600;184,593;218,613;238,960;250,333;239,013
18:24;167,967;183,027;218,260;238,927;250,600;238,893
18:25;172,047;185,440;220,240;238,800;250,327;238,233
18:26;172,100;184,867;220,920;238,513;250,400;238,933
18:27;172,507;189,173;224,440;238,053;249,747;238,527
18:28;178,813;194,793;233,587;237,573;249,593;238,000
18:29;204,093;222,653;261,507;237,207;248,267;237,720
18:30;204,680;222,113;258,887;237,447;248,240;238,093
18:31;203,727;221,233;254,533;237,267;247,940;237,973
18:32;204,427;223,027;256,440;237,373;248,113;238,107
18:33;204,987;223,773;257,680;237,880;248,413;238,560
18:34;205,793;224,173;259,333;237,653;248,087;238,300
18:35;205,280;224,733;259,473;237,580;248,287;238,367
18:36;206,593;223,733;261,873;237,227;248,273;238,393
18:37;207,847;219,780;257,160;236,367;248,320;238,453
18:38;198,000;208,573;246,433;236,880;248,907;238,760
18:39;179,207;189,020;225,040;237,553;249,787;239,153
18:40;179,827;189,027;227,560;237,240;249,993;239,080
18:41;180,620;190,520;229,567;237,820;250,113;239,000
18:42;173,407;185,467;221,933;238,400;250,493;239,307
18:43;171,300;183,207;225,767;237,827;250,687;239,427
18:44;173,060;182,380;227,847;237,440;251,153;239,913
18:45;173,220;180,640;226,753;237,300;251,113;240,073
18:46;177,133;182,980;227,493;237,087;250,913;239,627
18:47;172,447;180,533;219,300;237,753;251,167;239,780
18:48;176,613;182,387;222,067;237,680;250,860;239,893
18:49;173,147;182,493;219,753;237,887;250,933;239,773
18:50;170,020;182,687;219,433;238,320;250,893;239,647
18:51;184,667;195,400;233,807;238,093;250,073;239,380
18:52;205,473;222,160;255,967;237,200;248,340;238,607
18:53;207,907;220,553;256,260;236,867;248,393;238,680
18:54;206,413;219,613;255,707;237,007;248,467;238,667
18:55;203,767;216,113;252,740;237,253;248,713;238,713
18:56;209,600;221,240;257,607;236,840;248,487;238,773
18:57;205,153;215,253;251,473;236,800;248,787;238,780
18:58;203,553;213,047;249,833;237,033;249,160;238,740
18:59;205,633;211,620;252,107;237,187;249,027;239,500
19:0;156,447;168,067;205,700;233,740;236,747;231,047
19:1;143,060;150,913;193,480;230,627;231,467;226,407
19:2;145,067;153,167;195,193;230,767;230,667;225,987
19:3;151,700;153,900;199,480;230,067;231,187;225,320
19:4;156,473;157,120;203,633;229,327;231,133;225,100
19:5;157,527;156,993;203,140;229,000;230,620;224,913
19:6;162,973;157,407;205,007;228,140;231,187;224,740
19:7;169,387;169,853;215,340;226,907;229,127;223,580
19:8;172,233;178,640;221,887;227,140;228,220;222,973
19:9;187,280;192,247;236,540;225,240;226,740;221,380
19:10;186,813;196,353;243,080;225,980;225,473;221,673
19:11;190,853;199,540;245,647;225,627;225,720;221,347
19:12;189,320;200,093;243,740;225,233;226,200;221,413
19:13;181,160;184,747;233,620;226,207;226,960;221,667
19:14;175,760;182,533;228,547;226,700;227,047;221,347
19:15;195,713;205,633;250,560;225,873;225,587;220,287
19:16;207,373;216,467;260,373;225,247;224,993;220,107
19:17;208,393;218,120;263,513;225,407;225,307;220,073
19:18;208,027;217,720;262,880;225,513;225,020;220,060
19:19;211,547;219,853;262,253;225,067;225,233;220,093
19:20;212,893;219,407;263,413;224,780;225,747;219,980
19:21;214,073;215,833;263,273;224,173;226,160;220,220
19:22;217,953;215,713;264,393;224,053;226,100;220,133
19:23;214,967;215,553;261,773;224,620;226,160;219,627
19:24;207,933;216,760;262,947;226,073;225,960;219,767
19:25;180,900;191,407;237,273;227,907;227,300;221,213
19:26;176,327;184,173;231,860;228,093;227,560;221,767
19:27;176,160;183,660;228,287;227,987;227,520;221,680
19:28;176,487;177,893;225,553;228,200;228,500;222,333
19:29;175,840;178,980;226,560;228,187;228,453;222,467
19:30;173,587;177,987;225,527;228,480;228,093;222,400
19:31;172,867;179,333;224,007;228,840;228,247;222,567
19:32;172,380;181,580;233,047;230,180;227,540;221,187
19:33;167,833;180,727;238,993;231,380;227,367;220,180
19:34;167,080;181,160;235,940;231,380;227,313;219,907
19:35;169,967;180,140;240,413;231,353;227,773;220,300
19:36;169,547;179,553;238,853;231,520;228,093;220,553
19:37;169,233;180,387;240,613;231,747;228,267;221,087
19:38;189,553;200,573;260,447;230,527;227,493;220,267
19:39;199,413;211,807;269,060;229,720;226,680;219,567
19:40;202,660;211,533;270,653;229,280;226,820;219,740
19:41;199,113;212,033;269,800;229,907;226,260;219,527
19:42;197,587;212,007;270,847;229,840;226,167;219,453
19:43;198,740;210,980;263,113;228,467;226,780;219,987
19:44;201,447;210,213;256,820;226,560;227,100;220,940
19:45;201,893;209,573;256,580;226,760;227,213;221,287
19:46;203,000;209,067;260,093;226,747;226,800;221,167
19:47;202,253;208,693;259,033;227,147;226,700;221,020
19:48;181,733;186,980;239,487;228,187;227,453;222,040
19:49;169,893;177,813;228,807;229,267;227,853;222,387
19:50;170,440;179,180;224,760;228,820;228,013;222,760
19:51;170,273;179,420;225,233;228,540;228,020;223,027
19:52;172,653;176,613;226,667;228,040;227,473;222,507
19:53;173,180;175,047;226,813;228,180;228,287;222,787
19:54;173,600;176,267;228,873;227,980;227,920;223,053
19:55;176,687;175,920;227,613;227,373;228,373;222,747
19:56;175,740;178,900;227,527;227,687;228,380;223,273
19:57;174,487;176,540;225,780;227,853;228,140;223,187
19:58;173,360;176,627;226,887;227,720;227,833;222,613
19:59;169,393;176,227;224,553;228,207;227,947;222,460
20:0;170,453;175,167;224,507;228,087;228,393;222,807
20:1;199,000;206,613;253,913;226,640;226,973;220,967
20:2;199,307;206,147;255,760;226,673;226,860;221,040
20:3;198,633;207,773;255,627;226,660;226,453;220,853
20:4;197,973;207,780;255,793;227,313;226,433;221,100
20:5;197,173;208,880;254,407;227,540;226,467;220,813
20:6;194,573;208,253;253,340;228,073;226,920;221,540
20:7;197,280;208,687;255,600;227,980;227,400;221,853
20:8;196,593;208,047;253,927;227,853;227,753;222,153
20:9;196,813;210,027;252,427;227,660;227,553;221,740
20:10;181,953;193,867;238,667;228,347;228,153;222,513
20:11;165,153;177,813;222,873;229,053;228,540;223,167
20:12;162,440;178,847;219,340;229,833;228,947;223,707
20:13;162,047;178,160;221,360;230,060;229,107;223,333
20:14;162,193;177,473;221,680;229,560;228,807;223,480
20:15;162,113;176,993;221,260;229,660;228,840;223,320
20:16;164,413;176,473;224,113;229,780;229,173;223,027
20:17;166,133;178,560;223,120;229,320;229,153;223,680
20:18;165,727;177,573;220,793;228,587;228,827;223,333
20:19;169,473;176,613;221,813;228,513;229,473;223,920
20:20;162,287;178,093;220,880;229,447;228,540;222,773
20:21;158,920;177,867;218,200;229,880;228,667;222,893
20:22;158,507;177,627;221,793;230,280;228,480;222,333
20:23;178,840;197,640;238,320;228,593;227,620;221,847
20:24;193,873;211,127;251,340;227,473;226,880;221,580
20:25;191,893;209,407;250,627;227,947;226,713;221,720
20:26;189,333;208,680;249,820;228,420;226,947;221,747
20:27;192,847;212,347;252,787;227,727;226,260;220,907
20:28;195,153;213,260;253,780;227,987;226,560;220,807
20:29;193,767;214,233;253,467;228,547;226,693;220,960
20:30;195,060;213,680;253,213;228,400;226,620;220,900
20:31;197,233;212,793;255,520;227,987;226,540;220,833
20:32;191,113;205,293;248,340;228,073;227,240;221,447
20:33;174,580;185,680;230,887;229,360;228,480;223,980
20:34;181,120;187,420;237,867;229,373;228,807;225,547
20:35;182,333;187,420;236,760;229,400;228,873;225,713
20:36;181,533;188,007;235,600;229,753;228,893;225,387
20:37;177,107;186,867;232,200;230,200;228,633;224,780
20:38;157,853;166,973;210,453;231,287;230,307;226,327
20:39;159,327;165,327;209,067;230,707;229,953;225,607
20:40;169,333;164,393;211,033;229,573;230,993;226,053
20:41;172,687;162,533;210,533;228,647;231,753;224,933
20:42;170,480;163,327;207,893;228,667;231,613;224,607
20:43;172,253;162,627;207,820;228,127;230,633;223,640
20:44;172,087;164,060;208,440;228,040;231,087;223,133
20:45;168,267;163,553;209,380;229,367;231,273;223,047
20:46;194,613;193,553;239,427;229,060;229,573;221,873
20:47;202,320;202,313;247,467;228,380;228,993;221,540
20:48;205,473;200,433;247,427;227,940;229,013;221,307
20:49;203,213;202,407;246,813;227,933;229,187;221,167
20:50;212,113;207,033;255,040;227,440;228,893;221,927
20:51;210,533;207,633;255,287;227,293;227,507;221,787
20:52;204,747;208,627;255,867;228,053;226,367;221,860
20:53;207,193;209,887;257,607;228,160;226,480;222,667
20:54;212,107;213,820;260,053;227,847;226,047;223,587
