Min;Data1;Data2;Data3;Data4;Data5;Data6
0:0;19,233;36,840;46,587;243,113;227,727;225,680
0:1;14,267;33,567;39,720;246,667;229,533;226,460
0:2;12,020;32,107;38,153;249,047;230,260;226,320
0:3;12,260;31,933;38,953;250,280;231,807;227,787
0:4;12,027;30,687;40,280;246,080;230,487;229,220
0:5;12,320;30,187;40,933;244,900;230,267;229,207
0:6;12,833;29,907;41,540;243,853;230,053;229,287
0:7;13,167;30,013;41,353;243,400;230,200;229,740
0:8;13,840;30,013;39,687;242,620;231,193;230,493
0:9;13,813;30,527;39,600;242,493;230,493;230,640
0:10;14,100;30,360;40,013;242,727;231,527;231,153
0:11;13,867;29,653;42,420;242,780;230,573;230,673
0:12;13,920;29,807;42,680;242,387;230,307;229,320
0:13;13,813;29,680;42,787;241,520;229,640;228,160
0:14;13,733;31,793;42,093;241,120;228,087;227,313
0:15;12,920;31,093;41,293;242,760;227,547;225,507
0:16;12,773;29,713;40,853;242,320;229,500;225,873
0:17;13,200;29,767;39,360;242,907;230,113;227,207
0:18;14,100;29,567;40,160;240,813;230,827;229,033
0:19;14,160;29,720;41,087;240,700;230,880;228,573
0:20;14,293;29,693;42,460;240,747;230,987;227,387
0:21;14,007;29,547;42,493;240,873;229,653;228,067
0:22;14,027;29,793;42,373;241,213;230,760;227,813
0:23;13,653;29,953;42,340;241,727;230,780;227,387
0:24;13,287;30,853;41,853;243,073;230,480;227,153
0:25;14,607;30,027;32,333;240,533;230,440;232,787
0:26;15,020;29,033;27,880;239,133;230,500;235,300
0:27;15,153;29,027;28,307;239,367;231,040;234,893
0:28;15,167;29,160;29,093;239,340;230,807;234,713
0:29;15,040;29,287;29,340;239,373;230,380;234,087
0:30;14,640;29,087;29,273;240,173;228,960;232,993
0:31;16,160;29,040;29,500;238,680;228,033;231,873
0:32;20,687;28,840;30,500;235,107;228,607;232,347
0:33;24,087;29,073;30,667;234,080;229,933;232,393
0:34;21,280;29,240;28,500;235,687;229,773;234,853
0:35;19,433;29,460;27,927;237,627;230,780;236,373
0:36;19,860;29,373;28,027;237,740;230,700;234,813
0:37;19,787;29,967;29,740;237,067;230,213;233,327
0:38;19,627;30,133;30,033;236,807;230,147;233,167
0:39;19,773;30,533;30,100;236,560;229,780;232,533
0:40;19,853;31,600;30,093;236,393;229,487;233,473
0:41;20,260;31,920;30,607;235,833;229,827;233,673
0:42;19,720;29,493;30,780;236,700;231,407;233,093
0:43;19,793;29,560;28,413;237,507;233,613;236,187
0:44;15,713;29,773;27,220;240,353;231,153;237,040
0:45;13,900;30,200;26,867;242,780;229,093;236,020
0:46;13,547;30,633;28,700;243,380;228,873;234,160
0:47;13,047;30,920;37,733;243,673;229,280;230,340
0:48;12,193;31,013;42,080;244,780;230,280;228,720
0:49;11,900;31,327;41,540;245,367;230,320;228,827
0:50;11,887;31,480;41,420;245,487;230,293;228,627
0:51;11,213;31,167;40,847;245,660;229,873;228,793
0:52;12,033;30,253;39,713;244,580;229,433;230,273
0:53;12,253;30,160;39,833;244,320;229,933;230,920
0:54;12,553;30,813;40,493;244,087;230,320;230,447
0:55;12,353;31,013;41,967;244,587;230,727;230,147
0:56;14,313;29,267;30,033;240,613;230,440;236,607
0:57;15,307;29,087;30,793;239,720;229,480;236,800
0:58;15,307;29,187;30,227;239,633;228,020;236,620
0:59;15,167;29,160;30,000;239,160;227,480;236,307
1:0;14,587;29,313;29,167;240,187;227,933;234,940
1:1;14,380;29,600;27,540;240,820;227,640;235,060
1:2;14,333;29,613;27,473;241,567;227,580;234,600
1:3;14,773;29,273;28,713;240,020;228,073;235,827
1:4;13,887;29,247;28,433;242,460;224,480;233,600
1:5;14,147;29,027;28,747;241,400;224,807;234,460
1:6;14,287;29,200;28,907;241,327;224,740;234,393
1:7;19,120;31,233;29,893;238,667;225,920;234,640
1:8;19,127;29,447;30,900;236,653;230,067;234,180
1:9;19,273;29,780;29,733;236,007;230,720;235,340
1:10;15,553;30,287;28,153;238,660;230,207;236,333
1:11;15,687;29,387;29,040;238,320;230,073;235,667
1:12;15,120;29,380;30,520;237,887;228,813;233,787
1:13;14,940;29,213;30,733;237,653;228,220;233,060
1:14;14,920;29,140;30,300;237,373;228,127;233,020
1:15;14,473;29,520;29,867;239,773;229,567;234,333
1:16;14,367;29,533;29,707;239,767;229,807;234,620
1:17;14,073;29,613;29,413;240,507;228,440;233,067
1:18;14,840;30,073;27,927;239,260;228,013;233,947
1:19;15,593;29,913;27,853;238,467;228,820;234,227
1:20;16,093;29,827;28,240;237,000;230,247;236,180
1:21;15,733;29,700;29,733;237,773;230,347;235,833
1:22;15,580;29,893;29,907;238,380;230,593;235,880
1:23;15,753;29,833;30,080;238,040;230,473;235,600
1:24;15,707;30,473;29,960;238,060;229,993;235,413
1:25;15,447;30,193;29,800;238,173;230,087;235,447
1:26;15,160;29,200;30,240;238,740;231,353;235,853
1:27;15,200;29,300;28,487;239,133;231,760;237,313
1:28;15,500;29,327;28,193;239,160;231,900;236,980
1:29;15,327;29,420;27,760;239,227;231,147;236,073
1:30;15,040;29,553;29,947;239,687;230,347;234,673
1:31;14,833;29,567;29,713;239,447;229,040;234,080
1:32;14,900;29,193;30,013;238,407;228,413;234,360
1:33;15,193;29,427;29,633;238,900;230,000;234,527
1:34;14,647;29,713;29,640;239,867;228,973;233,980
1:35;14,773;29,767;29,047;240,833;230,400;233,287
1:36;15,593;30,720;27,147;240,673;229,993;234,767
1:37;16,147;31,813;27,587;239,180;229,607;236,593
1:38;16,293;29,447;28,267;237,427;230,700;237,027
1:39;16,320;29,933;30,173;237,100;229,780;235,320
1:40;16,260;29,967;30,180;236,147;229,420;233,940
1:41;16,000;29,187;30,540;236,427;230,133;232,713
1:42;18,360;29,140;38,060;236,327;230,340;228,880
1:43;18,347;29,787;43,260;238,133;230,067;225,740
1:44;18,407;29,833;42,267;239,227;229,293;226,313
1:45;23,167;37,267;46,780;240,253;226,760;226,673
1:46;23,513;38,173;47,800;240,853;227,180;227,760
1:47;23,513;38,073;48,733;240,587;227,713;227,820
1:48;22,727;38,500;50,040;242,187;229,387;228,807
1:49;22,847;38,660;50,147;242,680;228,227;228,560
1:50;24,060;38,753;44,553;241,027;228,067;231,967
1:51;25,413;38,520;38,553;239,047;228,460;235,047
1:52;17,507;31,060;30,827;240,373;229,373;236,207
1:53;15,280;29,213;27,520;240,907;229,507;237,147
1:54;14,880;30,060;26,240;242,060;228,713;236,960
1:55;15,153;30,247;26,213;241,347;228,353;236,707
1:56;15,573;29,147;28,307;240,907;229,587;236,767
1:57;15,607;28,867;29,687;240,520;230,253;237,060
1:58;14,633;28,860;29,087;241,220;230,180;236,860
1:59;14,140;29,100;28,527;241,627;230,847;236,280
2:0;14,340;29,133;28,373;242,447;231,480;235,933
2:1;14,780;30,147;28,567;241,547;230,787;237,053
2:2;15,300;31,033;27,087;240,700;230,020;238,267
2:3;15,087;29,227;26,720;241,040;230,300;237,987
2:4;15,307;28,513;26,867;240,573;231,413;238,227
2:5;15,100;28,713;28,727;240,693;232,107;237,013
2:6;15,280;28,573;29,207;240,560;231,833;236,447
2:7;15,133;28,227;29,133;240,300;231,760;236,320
2:8;15,313;28,333;29,113;240,340;231,427;236,153
2:9;15,073;29,207;28,753;240,913;230,953;236,693
2:10;15,160;28,733;28,760;240,553;230,907;236,747
2:11;15,573;27,760;27,560;239,980;232,093;237,907
2:12;15,673;27,727;27,800;239,300;230,600;236,800
2:13;15,407;27,600;27,640;239,020;230,493;236,060
2:14;14,620;28,007;28,387;240,987;229,007;233,633
2:15;14,860;28,060;28,527;241,253;229,380;234,113
2:16;15,173;27,993;28,567;240,693;229,760;235,293
2:17;15,873;27,640;29,113;239,333;230,713;236,067
2:18;18,533;27,587;29,893;237,333;232,360;235,547
2:19;15,460;25,033;26,207;239,053;234,793;237,547
2:20;13,100;22,800;22,160;239,373;236,493;239,440
2:21;11,440;23,120;23,760;240,333;236,600;238,753
2:22;10,393;23,187;28,087;240,987;236,860;235,673
2:23;9,460;22,753;28,000;241,747;236,507;235,307
2:24;8,773;22,680;25,860;243,433;233,573;235,927
2:25;8,320;24,653;23,440;243,447;232,000;237,453
2:26;8,967;21,740;19,587;243,813;232,360;239,440
2:27;9,033;21,447;19,320;244,940;230,673;238,980
2:28;8,713;21,333;19,353;243,167;233,380;239,687
2:29;8,340;21,107;18,053;242,507;232,853;240,173
2:30;8,360;21,213;17,933;242,720;233,120;239,420
2:31;8,053;21,587;19,187;243,233;231,807;238,220
2:32;10,687;21,487;21,073;240,587;232,927;237,733
2:33;10,700;21,093;21,327;239,227;233,620;238,627
2:34;10,960;21,293;21,327;239,867;232,887;237,907
2:35;11,093;21,280;21,280;240,753;232,327;236,940
2:36;10,787;21,253;20,887;240,853;232,647;237,673
2:37;10,740;20,967;19,413;238,893;232,907;240,000
2:38;10,800;20,853;19,220;239,047;232,833;240,747
2:39;10,993;21,487;19,260;239,100;233,253;240,373
2:40;10,873;21,660;20,913;239,220;233,240;239,167
2:41;8,507;21,160;21,053;241,393;232,340;238,653
2:42;8,180;21,240;21,300;241,953;232,213;238,820
2:43;8,367;21,140;21,207;241,353;231,793;238,900
2:44;8,960;21,347;21,027;240,607;232,807;238,653
2:45;8,873;21,420;20,473;240,867;232,613;239,567
2:46;8,753;20,873;18,760;239,867;233,520;239,360
2:47;8,120;21,207;18,007;240,600;233,260;238,793
2:48;8,520;21,340;18,400;240,760;233,320;238,513
2:49;8,580;21,313;19,967;241,253;232,487;237,880
2:50;8,780;21,127;19,873;241,793;232,827;239,487
2:51;9,000;21,200;19,867;242,060;233,653;239,940
2:52;9,180;24,107;19,353;243,213;233,147;238,980
2:53;9,160;22,847;19,707;242,580;233,933;238,893
2:54;9,080;21,620;19,267;240,807;233,487;238,740
2:55;10,460;21,467;18,640;239,920;233,000;238,120
2:56;10,853;21,153;19,087;239,580;234,580;237,160
2:57;11,113;21,460;20,673;239,647;235,173;236,387
2:58;14,467;27,067;27,587;239,413;232,527;236,227
2:59;15,733;28,033;28,500;239,053;232,033;236,007
3:0;15,853;28,440;28,527;240,380;233,393;236,893
3:1;15,893;28,360;28,720;239,947;232,533;236,040
3:2;15,613;28,313;28,307;240,207;232,213;235,787
3:3;15,900;28,167;26,787;239,460;232,307;237,367
3:4;15,867;28,013;26,240;239,793;232,573;237,473
3:5;15,527;27,993;25,907;240,407;232,667;237,313
3:6;15,640;28,447;27,713;241,020;232,580;235,847
3:7;15,540;28,673;28,193;240,933;231,307;235,747
3:8;16,033;28,707;28,453;241,000;231,860;236,013
3:9;16,293;28,980;28,240;240,787;231,733;236,053
3:10;16,207;28,507;28,647;239,973;231,287;235,347
3:11;15,107;27,640;28,713;239,880;230,040;235,373
3:12;13,007;28,380;37,080;243,620;230,167;231,360
3:13;12,333;28,673;37,780;245,093;230,220;231,127
3:14;12,247;28,620;37,873;245,080;229,907;230,947
3:15;12,047;28,687;39,307;245,060;229,340;229,593
3:16;12,120;28,593;39,173;244,960;229,380;229,393
3:17;12,173;28,500;39,947;244,060;229,253;229,160
3:18;11,540;31,107;38,833;245,167;227,307;228,393
3:19;11,413;29,753;38,513;245,440;227,573;227,607
3:20;12,580;28,427;34,420;242,787;227,993;230,433
3:21;15,760;26,933;26,240;238,733;230,293;237,633
3:22;15,860;27,160;26,207;238,987;230,967;237,720
3:23;15,107;27,413;26,400;240,253;230,953;236,973
3:24;14,780;28,173;27,467;241,567;231,640;235,567
3:25;14,860;28,173;27,507;241,327;231,767;236,000
3:26;14,487;27,007;28,193;240,160;231,353;235,960
3:27;14,427;27,173;28,727;239,960;230,940;235,700
3:28;14,513;26,947;28,260;239,667;231,127;236,600
3:29;14,587;26,713;26,407;239,393;230,853;237,980
3:30;16,447;26,660;26,293;238,127;232,453;237,867
3:31;18,633;26,647;26,893;237,413;234,000;237,927
3:32;18,640;27,393;28,253;237,833;233,967;236,893
3:33;15,993;26,367;27,307;239,507;233,007;237,360
3:34;9,153;21,327;20,347;241,720;234,053;239,047
3:35;7,667;21,193;19,613;242,093;232,747;238,533
3:36;7,920;21,313;19,793;242,407;232,900;238,387
3:37;8,007;21,460;19,947;242,267;231,420;237,467
3:38;8,653;21,520;18,173;241,733;231,113;238,207
3:39;8,927;21,700;18,407;240,793;232,347;238,727
3:40;8,853;21,553;18,640;241,307;233,013;239,813
3:41;8,547;22,593;19,513;244,193;232,507;238,147
3:42;8,473;24,147;18,807;245,293;228,447;236,847
3:43;8,693;21,233;19,533;244,087;228,520;235,100
3:44;7,593;20,873;19,540;242,933;227,693;236,007
3:45;7,200;20,740;19,620;242,793;227,947;236,827
3:46;8,087;20,893;20,307;240,253;231,940;237,720
3:47;8,007;20,760;18,813;239,920;231,713;239,233
3:48;8,087;20,707;18,880;240,007;232,040;239,387
3:49;8,367;21,020;19,247;241,300;232,987;240,267
3:50;9,273;21,480;20,447;242,107;235,087;239,707
3:51;9,920;21,393;20,693;241,967;235,380;239,747
3:52;9,547;21,213;20,740;241,227;234,127;239,327
3:53;9,580;21,267;20,867;240,573;233,553;239,033
3:54;8,787;21,533;20,720;240,553;233,087;238,987
3:55;8,433;21,487;19,487;240,673;233,020;238,940
3:56;8,420;21,007;19,087;241,680;233,207;238,580
3:57;8,447;20,860;19,433;241,087;233,140;238,453
3:58;8,333;20,813;20,580;241,200;233,373;237,660
3:59;8,893;21,200;20,473;240,933;233,580;237,347
4:0;9,153;21,260;20,967;240,220;234,160;237,513
4:1;9,700;21,993;21,153;240,760;234,187;237,507
4:2;9,200;22,160;20,953;241,640;232,840;236,827
4:3;8,867;22,180;20,867;241,840;232,407;236,713
4:4;9,013;22,040;18,853;241,393;232,827;238,167
4:5;10,580;21,953;19,033;240,593;232,820;237,020
4:6;10,573;21,493;19,147;239,240;232,640;236,547
4:7;10,053;21,620;21,280;238,840;233,713;235,793
4:8;8,007;21,887;20,840;241,253;232,600;236,393
4:9;7,893;22,433;20,693;241,540;232,153;236,740
4:10;7,867;24,073;20,480;241,627;231,600;237,107
4:11;8,613;23,893;20,947;241,747;232,547;236,967
