Min;Data1;Data2;Data3;Data4;Data5;Data6
0:0;13,873;29,153;27,160;241,420;230,667;236,760
0:1;14,353;29,887;28,193;241,640;230,993;234,707
0:2;14,420;30,233;29,067;241,740;231,280;233,647
0:3;14,593;29,567;29,267;241,373;231,720;233,847
0:4;15,133;29,760;29,460;240,740;231,833;233,520
0:5;15,247;29,840;30,020;241,573;232,193;233,853
0:6;14,720;30,513;34,027;243,420;231,487;230,660
0:7;14,287;30,500;34,520;242,907;229,640;228,980
0:8;14,460;30,000;32,920;240,413;227,733;228,620
0:9;14,327;29,993;32,833;240,533;227,840;229,020
0:10;14,667;30,293;27,847;241,320;228,547;231,513
0:11;14,953;30,267;29,200;241,453;228,000;230,320
0:12;14,733;29,867;29,167;241,040;228,327;230,520
0:13;13,193;30,147;37,033;242,140;227,453;228,227
0:14;11,600;30,953;41,487;244,740;228,987;227,787
0:15;11,200;31,080;41,180;245,220;229,473;228,980
0:16;10,973;31,773;41,213;245,093;229,040;228,793
0:17;11,933;31,820;40,000;244,440;228,827;228,913
0:18;13,307;33,200;38,973;244,547;228,220;230,020
0:19;14,253;31,660;39,520;243,253;228,687;231,747
0:20;13,380;29,980;41,700;243,753;229,247;230,567
0:21;12,827;29,927;42,533;243,680;228,147;229,840
0:22;12,360;29,907;39,127;243,873;228,047;230,900
0:23;14,967;29,200;29,467;240,280;231,833;235,733
0:24;16,620;29,320;30,020;239,740;232,807;235,240
0:25;19,353;29,080;30,740;236,767;234,107;235,740
0:26;19,353;28,833;30,120;236,773;234,873;236,533
0:27;19,347;28,707;28,387;236,280;234,133;237,567
0:28;19,773;28,620;28,467;235,613;233,367;238,400
0:29;20,207;28,273;28,953;234,920;232,113;238,433
0:30;19,340;28,587;30,893;235,647;234,740;235,793
0:31;17,653;29,600;30,340;236,933;233,180;235,967
0:32;15,047;29,780;29,633;237,860;231,153;236,073
0:33;15,047;29,087;29,853;237,487;230,133;235,627
0:34;14,913;29,740;33,807;239,480;229,807;232,660
0:35;14,733;30,047;35,387;240,587;229,313;230,647
0:36;14,653;30,127;33,813;239,907;228,233;230,747
0:37;14,600;29,600;33,833;238,267;227,200;232,493
0:38;14,753;29,647;33,980;237,420;227,133;231,880
0:39;14,067;29,380;35,860;237,627;228,307;230,700
0:40;13,800;31,920;35,287;238,833;227,020;230,073
0:41;13,680;30,253;35,413;239,260;228,640;230,053
0:42;13,733;29,707;35,527;239,867;229,380;230,193
0:43;14,080;29,540;35,547;239,100;230,740;231,240
0:44;14,267;29,433;35,813;238,240;230,873;231,967
0:45;14,420;29,167;34,133;238,180;231,407;233,400
0:46;14,340;30,067;33,673;238,580;231,180;233,853
0:47;13,947;29,913;33,380;239,773;229,980;232,293
